meal_1_idx,meal_2_idx,meal_3_idx,meal_4_idx,meal_5_idx,meal_6_idx,meal_7_idx,meal_8_idx,meal_9_idx,meal_10_idx,meal_11_idx,meal_12_idx,meal_13_idx,meal_14_idx,meal_15_idx,meal_16_idx,meal_17_idx,meal_18_idx,meal_19_idx,meal_20_idx,meal_21_idx,meal_22_idx,meal_23_idx,meal_24_idx,meal_25_idx,meal_26_idx,meal_27_idx,meal_28_idx,meal_29_idx,meal_30_idx,meal_31_idx,meal_32_idx,meal_33_idx,meal_34_idx,meal_35_idx,meal_36_idx,meal_37_idx,meal_38_idx,meal_39_idx,meal_40_idx,meal_41_idx,meal_42_idx,meal_43_idx,meal_44_idx,meal_45_idx,meal_46_idx,meal_47_idx,meal_48_idx,meal_49_idx,meal_50_idx,meal_51_idx,meal_52_idx,meal_53_idx,meal_54_idx,meal_55_idx,meal_56_idx,meal_57_idx,meal_58_idx,meal_59_idx,meal_60_idx,meal_61_idx,meal_62_idx
nasi telur,nasipadang,capcay,mi instan ,nasigoreng,nasigoreng,bubur,nasi_uduk,sate,nasi_uduk,nasi telur,buah,seblak,warteg,nasi_uduk,nasigoreng,mi instan ,sate,nasi_uduk,ayamgeprek,nasi_uduk,capcay,nasigoreng,roti,capcay,roti,salad,roti,bakso,sate,nasipadang,roti,nasipadang,nasigoreng,mi instan ,bubur,seblak,nasigoreng,ayamgeprek,bubur,roti,nasipadang,bakso,nasigoreng,mi instan ,bakso,nasipadang,ayamgeprek,mieayam,nasi telur,capcay,seblak,seblak,mi instan ,mi instan ,mieayam,warteg,buah,buah,bubur,cireng,buah
mieayam,sate,capcay,nasigoreng,gorengan,mi instan ,mi instan ,cireng,nasipadang,nasipadang,gorengan,soto,mi instan ,soto,nasigoreng,roti,nasi telur,nasipadang,sate,cireng,mieayam,nasigoreng,nasigoreng,nasi_uduk,bubur,nasipadang,nasigoreng,cireng,nasi telur,ayamgeprek,gorengan,bubur,mieayam,seblak,ayamgeprek,seblak,nasipadang,salad,warteg,nasigoreng,bakso,salad,nasi_uduk,nasi_uduk,ayamgeprek,roti,nasigoreng,bakso,buah,seblak,buah,buah,gorengan,roti,bakso,seblak,buah,gorengan,warteg,ayamgeprek,gorengan,seblak
ayamgeprek,nasi_uduk,nasi telur,warteg,capcay,sate,ayamgeprek,nasigoreng,warteg,bakso,mi instan ,cireng,bakso,warteg,nasipadang,cireng,cireng,cireng,buah,warteg,sate,nasigoreng,mieayam,seblak,roti,capcay,seblak,nasi_uduk,bakso,bakso,soto,salad,sate,cireng,nasi telur,ayamgeprek,bakso,roti,nasi telur,bakso,capcay,buah,nasi_uduk,salad,bakso,bakso,salad,capcay,warteg,nasi telur,bubur,nasipadang,warteg,soto,mieayam,seblak,seblak,mi instan ,buah,sate,bakso,mieayam
mieayam,nasi telur,ayamgeprek,bakso,roti,nasipadang,mi instan ,nasi_uduk,mieayam,nasi_uduk,buah,nasipadang,sate,nasi_uduk,ayamgeprek,nasi_uduk,sate,bubur,bakso,seblak,bakso,gorengan,gorengan,warteg,bubur,seblak,bubur,sate,cireng,nasi telur,bubur,warteg,nasipadang,mi instan ,cireng,seblak,sate,salad,warteg,roti,salad,soto,nasipadang,soto,cireng,gorengan,soto,salad,warteg,nasi_uduk,nasipadang,cireng,roti,seblak,gorengan,roti,mi instan ,bubur,nasi telur,cireng,bubur,cireng
roti,soto,sate,ayamgeprek,bubur,mi instan ,ayamgeprek,mieayam,mieayam,warteg,nasi telur,sate,nasi_uduk,nasi_uduk,bakso,ayamgeprek,buah,soto,salad,soto,roti,bakso,mieayam,cireng,mieayam,gorengan,mieayam,ayamgeprek,mieayam,warteg,buah,capcay,capcay,mieayam,nasi_uduk,cireng,gorengan,sate,capcay,seblak,soto,soto,warteg,sate,nasigoreng,roti,nasi_uduk,seblak,mieayam,bakso,salad,cireng,bubur,nasi_uduk,salad,salad,bakso,capcay,soto,nasipadang,buah,buah
warteg,gorengan,cireng,salad,roti,buah,soto,cireng,mi instan ,seblak,gorengan,warteg,capcay,warteg,seblak,sate,nasi telur,cireng,sate,salad,capcay,mieayam,seblak,roti,soto,bubur,nasi telur,salad,nasipadang,cireng,bakso,roti,roti,roti,nasipadang,nasi_uduk,nasipadang,salad,bakso,soto,salad,ayamgeprek,salad,gorengan,sate,nasipadang,ayamgeprek,cireng,soto,bubur,ayamgeprek,mi instan ,soto,sate,sate,bubur,cireng,mi instan ,capcay,soto,bakso,capcay
nasi telur,nasi telur,mi instan ,sate,gorengan,roti,warteg,cireng,nasi telur,roti,seblak,warteg,nasi_uduk,salad,bubur,seblak,nasi telur,cireng,nasipadang,bubur,warteg,salad,seblak,roti,sate,nasigoreng,seblak,nasi telur,warteg,gorengan,nasi telur,bakso,gorengan,bakso,mieayam,salad,sate,bubur,capcay,capcay,sate,mieayam,buah,mieayam,gorengan,soto,cireng,salad,salad,bakso,nasigoreng,gorengan,mieayam,roti,roti,buah,sate,seblak,sate,bubur,mieayam,bakso
roti,nasi telur,seblak,seblak,nasipadang,warteg,soto,nasi telur,nasi_uduk,soto,nasi telur,buah,mi instan ,nasi_uduk,nasi telur,bubur,nasigoreng,sate,cireng,nasipadang,sate,nasipadang,mi instan ,soto,roti,mi instan ,bubur,bakso,nasipadang,capcay,nasipadang,buah,nasipadang,ayamgeprek,bubur,ayamgeprek,cireng,gorengan,capcay,soto,nasi telur,nasigoreng,mieayam,cireng,bubur,seblak,seblak,nasi_uduk,ayamgeprek,soto,nasipadang,mieayam,nasigoreng,nasi_uduk,nasipadang,capcay,nasigoreng,mieayam,roti,bubur,nasi telur,bubur
capcay,mieayam,warteg,sate,nasipadang,gorengan,nasigoreng,warteg,mieayam,ayamgeprek,mieayam,ayamgeprek,nasipadang,bakso,nasigoreng,bubur,nasipadang,cireng,cireng,salad,ayamgeprek,nasipadang,warteg,bakso,nasi telur,nasi telur,soto,bakso,salad,nasigoreng,nasigoreng,bakso,soto,nasi_uduk,soto,ayamgeprek,mieayam,sate,roti,seblak,capcay,roti,nasi telur,buah,capcay,mi instan ,ayamgeprek,ayamgeprek,warteg,nasigoreng,buah,gorengan,ayamgeprek,capcay,nasigoreng,roti,nasigoreng,bubur,cireng,seblak,warteg,gorengan
capcay,gorengan,nasigoreng,soto,mieayam,gorengan,buah,bubur,buah,nasigoreng,mieayam,capcay,buah,mieayam,gorengan,nasi telur,mi instan ,nasipadang,nasi telur,nasi telur,mieayam,mieayam,mi instan ,capcay,roti,nasipadang,cireng,mieayam,nasigoreng,mieayam,warteg,ayamgeprek,nasi_uduk,warteg,bubur,mieayam,gorengan,sate,mi instan ,capcay,warteg,nasi telur,buah,ayamgeprek,nasigoreng,sate,warteg,mieayam,mi instan ,seblak,seblak,bubur,salad,roti,nasipadang,sate,sate,warteg,cireng,nasi_uduk,warteg,ayamgeprek
soto,bubur,mieayam,bubur,nasipadang,nasigoreng,soto,gorengan,nasi_uduk,roti,capcay,sate,nasipadang,ayamgeprek,nasipadang,bakso,nasi telur,mieayam,mieayam,gorengan,roti,nasi_uduk,soto,nasigoreng,buah,capcay,nasi_uduk,nasi telur,salad,buah,nasipadang,capcay,capcay,nasigoreng,bubur,nasigoreng,salad,nasi_uduk,nasi_uduk,seblak,seblak,nasi telur,salad,nasigoreng,mi instan ,nasipadang,bubur,bakso,nasigoreng,capcay,nasi_uduk,bakso,bakso,nasipadang,warteg,salad,nasipadang,warteg,sate,soto,bubur,bubur
soto,buah,warteg,soto,gorengan,warteg,nasipadang,gorengan,nasi_uduk,mieayam,salad,gorengan,nasipadang,mi instan ,capcay,salad,bubur,sate,buah,warteg,buah,capcay,seblak,bakso,cireng,roti,ayamgeprek,bubur,gorengan,sate,gorengan,ayamgeprek,roti,soto,nasi_uduk,nasi telur,warteg,warteg,warteg,roti,cireng,nasi telur,mieayam,nasigoreng,nasi_uduk,capcay,seblak,sate,seblak,roti,roti,nasigoreng,nasi_uduk,mieayam,nasigoreng,soto,mieayam,capcay,mi instan ,roti,salad,seblak
mieayam,warteg,buah,sate,sate,roti,cireng,cireng,bakso,seblak,nasipadang,warteg,nasipadang,mi instan ,bakso,ayamgeprek,buah,buah,nasigoreng,cireng,buah,salad,nasi_uduk,soto,ayamgeprek,nasigoreng,mi instan ,bubur,ayamgeprek,roti,cireng,cireng,soto,nasi_uduk,buah,ayamgeprek,warteg,sate,nasipadang,nasigoreng,roti,bubur,gorengan,nasi telur,mi instan ,mi instan ,bubur,soto,cireng,sate,capcay,buah,nasi_uduk,cireng,gorengan,bubur,soto,salad,mi instan ,warteg,nasi_uduk,seblak
ayamgeprek,nasi_uduk,soto,nasipadang,mi instan ,cireng,nasigoreng,buah,nasigoreng,buah,nasigoreng,nasi telur,buah,sate,salad,ayamgeprek,nasi_uduk,mi instan ,cireng,warteg,buah,nasigoreng,buah,salad,roti,soto,capcay,gorengan,warteg,salad,seblak,soto,gorengan,gorengan,buah,mieayam,bubur,mi instan ,ayamgeprek,mieayam,mieayam,warteg,nasigoreng,nasipadang,bubur,nasi telur,sate,bubur,nasi telur,gorengan,warteg,roti,mieayam,nasipadang,mi instan ,cireng,nasigoreng,bakso,cireng,nasi_uduk,bakso,soto
salad,nasi telur,capcay,nasi telur,bubur,ayamgeprek,cireng,sate,seblak,nasipadang,nasi_uduk,seblak,seblak,buah,mieayam,seblak,seblak,seblak,soto,roti,bakso,soto,nasi_uduk,ayamgeprek,sate,ayamgeprek,nasi telur,soto,mieayam,sate,capcay,mieayam,roti,sate,bubur,nasi telur,mi instan ,buah,nasi_uduk,nasi telur,ayamgeprek,soto,sate,nasi_uduk,nasi_uduk,nasigoreng,ayamgeprek,capcay,buah,seblak,gorengan,warteg,nasi_uduk,gorengan,sate,nasigoreng,mi instan ,warteg,seblak,gorengan,salad,nasi_uduk
capcay,nasigoreng,sate,warteg,mi instan ,gorengan,mieayam,nasipadang,capcay,bubur,buah,salad,mi instan ,nasigoreng,sate,nasipadang,sate,warteg,bubur,soto,buah,seblak,nasigoreng,roti,sate,bubur,seblak,gorengan,nasi telur,warteg,seblak,mi instan ,bubur,mieayam,seblak,mi instan ,ayamgeprek,mi instan ,nasipadang,bubur,capcay,buah,salad,soto,mi instan ,nasipadang,bubur,cireng,capcay,cireng,buah,seblak,soto,ayamgeprek,gorengan,nasigoreng,sate,soto,ayamgeprek,salad,nasi_uduk,nasi telur
nasipadang,mieayam,nasipadang,capcay,sate,buah,nasipadang,warteg,gorengan,mi instan ,mieayam,roti,salad,warteg,bakso,seblak,gorengan,salad,nasi telur,mieayam,mi instan ,sate,salad,warteg,cireng,soto,seblak,mieayam,nasi_uduk,salad,capcay,salad,ayamgeprek,bakso,nasi_uduk,nasi_uduk,nasipadang,roti,soto,buah,roti,nasigoreng,gorengan,nasipadang,salad,bubur,sate,nasipadang,nasi_uduk,buah,bakso,salad,warteg,mi instan ,roti,mieayam,cireng,ayamgeprek,nasi telur,salad,roti,seblak
bakso,mi instan ,mieayam,mieayam,capcay,soto,bakso,cireng,sate,salad,bubur,warteg,cireng,buah,seblak,warteg,bubur,soto,ayamgeprek,nasi telur,gorengan,sate,cireng,capcay,bubur,gorengan,warteg,cireng,mi instan ,capcay,bakso,capcay,nasi_uduk,mieayam,nasipadang,seblak,mi instan ,nasi telur,mieayam,cireng,roti,warteg,sate,nasi_uduk,bakso,warteg,roti,mieayam,nasigoreng,bakso,gorengan,mi instan ,nasi_uduk,bubur,bakso,gorengan,gorengan,seblak,mi instan ,mi instan ,seblak,ayamgeprek
bakso,roti,seblak,mi instan ,buah,bakso,capcay,capcay,seblak,soto,nasi_uduk,bubur,capcay,capcay,ayamgeprek,sate,warteg,bubur,ayamgeprek,cireng,buah,nasi_uduk,warteg,bubur,nasigoreng,gorengan,seblak,nasigoreng,sate,sate,warteg,nasi telur,nasigoreng,bubur,nasi_uduk,nasigoreng,nasipadang,bubur,soto,ayamgeprek,bubur,ayamgeprek,warteg,warteg,buah,bubur,nasi_uduk,sate,nasigoreng,bakso,sate,ayamgeprek,mieayam,soto,gorengan,capcay,capcay,bakso,buah,bakso,buah,nasi_uduk
mieayam,mi instan ,seblak,bubur,bubur,mieayam,warteg,gorengan,salad,gorengan,cireng,bubur,nasi_uduk,nasi_uduk,nasi_uduk,cireng,buah,nasipadang,warteg,bakso,mieayam,warteg,soto,ayamgeprek,bubur,warteg,soto,mi instan ,bubur,roti,mi instan ,gorengan,soto,nasi telur,nasipadang,mi instan ,soto,nasigoreng,cireng,capcay,mi instan ,bubur,bakso,salad,gorengan,gorengan,soto,cireng,gorengan,nasi telur,nasipadang,salad,nasi telur,nasi_uduk,bakso,ayamgeprek,nasigoreng,sate,roti,sate,bubur,capcay
roti,sate,mieayam,salad,gorengan,mieayam,capcay,mieayam,mieayam,salad,mi instan ,bubur,soto,warteg,mi instan ,salad,bubur,seblak,warteg,buah,salad,capcay,mieayam,warteg,nasigoreng,seblak,mi instan ,nasipadang,bakso,roti,mi instan ,mieayam,seblak,cireng,mi instan ,sate,nasi_uduk,capcay,nasi telur,nasi_uduk,seblak,mi instan ,seblak,sate,nasigoreng,ayamgeprek,buah,soto,soto,ayamgeprek,gorengan,salad,soto,salad,buah,salad,nasi telur,seblak,nasi telur,roti,nasigoreng,capcay
nasi_uduk,soto,salad,sate,ayamgeprek,nasigoreng,nasipadang,soto,mieayam,seblak,nasi telur,salad,nasi telur,ayamgeprek,warteg,buah,roti,mieayam,cireng,mieayam,seblak,mi instan ,nasigoreng,buah,nasi_uduk,ayamgeprek,nasi_uduk,ayamgeprek,seblak,sate,sate,gorengan,sate,roti,seblak,ayamgeprek,nasigoreng,nasi telur,mieayam,nasi telur,bubur,mi instan ,mieayam,mi instan ,gorengan,nasigoreng,bubur,nasi telur,nasipadang,bubur,seblak,nasipadang,capcay,soto,seblak,gorengan,nasi_uduk,nasi_uduk,sate,nasipadang,salad,soto
soto,soto,salad,ayamgeprek,salad,nasi telur,ayamgeprek,cireng,mi instan ,roti,salad,bakso,nasigoreng,salad,roti,nasi telur,bubur,nasigoreng,mieayam,seblak,nasipadang,mieayam,capcay,seblak,bakso,buah,salad,salad,cireng,nasipadang,nasigoreng,capcay,nasi_uduk,bakso,gorengan,roti,nasigoreng,ayamgeprek,soto,cireng,buah,bubur,warteg,nasigoreng,bubur,capcay,nasigoreng,mieayam,roti,warteg,mieayam,nasigoreng,soto,ayamgeprek,capcay,warteg,roti,bubur,bakso,ayamgeprek,ayamgeprek,nasi telur
mieayam,cireng,bubur,capcay,warteg,buah,bubur,soto,roti,soto,cireng,ayamgeprek,seblak,nasi_uduk,roti,buah,roti,mi instan ,buah,gorengan,mi instan ,sate,gorengan,buah,bubur,nasi_uduk,nasi telur,salad,bakso,seblak,nasipadang,roti,gorengan,ayamgeprek,nasi_uduk,nasi telur,nasi_uduk,warteg,capcay,buah,soto,cireng,seblak,salad,nasipadang,capcay,soto,nasi_uduk,bakso,salad,sate,nasigoreng,bubur,gorengan,cireng,nasi_uduk,soto,bubur,capcay,mi instan ,mieayam,mieayam
salad,mi instan ,nasipadang,nasigoreng,roti,capcay,bubur,mi instan ,salad,salad,sate,nasigoreng,nasi telur,sate,warteg,buah,capcay,mieayam,nasi telur,nasigoreng,gorengan,nasigoreng,gorengan,nasigoreng,sate,seblak,cireng,salad,bubur,soto,buah,nasi_uduk,cireng,mi instan ,bubur,ayamgeprek,gorengan,nasipadang,nasigoreng,gorengan,nasi_uduk,bubur,cireng,sate,bubur,seblak,salad,buah,nasigoreng,sate,capcay,mieayam,warteg,ayamgeprek,nasipadang,soto,bubur,seblak,mi instan ,capcay,sate,bubur
buah,soto,nasi telur,capcay,bubur,sate,soto,bakso,bubur,nasigoreng,bubur,salad,roti,sate,sate,soto,nasi telur,soto,bubur,gorengan,sate,seblak,seblak,buah,mi instan ,nasi telur,bakso,nasipadang,gorengan,soto,soto,nasi_uduk,mieayam,seblak,mi instan ,warteg,seblak,sate,salad,capcay,soto,mieayam,mieayam,nasi_uduk,seblak,nasi_uduk,sate,capcay,nasi_uduk,gorengan,mieayam,mi instan ,nasi_uduk,bakso,cireng,sate,ayamgeprek,sate,nasigoreng,cireng,capcay,buah
mi instan ,salad,salad,mieayam,warteg,roti,bakso,nasigoreng,sate,warteg,cireng,gorengan,nasi telur,capcay,soto,capcay,soto,bubur,mi instan ,capcay,bakso,capcay,nasipadang,mi instan ,nasi telur,nasi telur,sate,bubur,nasipadang,ayamgeprek,ayamgeprek,bakso,nasipadang,bubur,nasigoreng,roti,nasi telur,nasi telur,mi instan ,mieayam,capcay,buah,soto,nasipadang,bubur,seblak,nasigoreng,nasipadang,capcay,sate,mieayam,ayamgeprek,capcay,nasi telur,sate,capcay,sate,cireng,warteg,buah,soto,capcay
bubur,gorengan,ayamgeprek,nasi_uduk,capcay,bakso,cireng,sate,bubur,salad,soto,nasipadang,salad,gorengan,ayamgeprek,roti,nasi_uduk,nasi_uduk,nasipadang,mi instan ,salad,cireng,gorengan,bakso,bakso,warteg,soto,ayamgeprek,gorengan,gorengan,salad,cireng,bubur,salad,warteg,gorengan,buah,seblak,sate,bubur,seblak,mi instan ,mi instan ,ayamgeprek,ayamgeprek,roti,buah,sate,sate,warteg,ayamgeprek,ayamgeprek,mi instan ,sate,cireng,nasigoreng,roti,cireng,salad,mi instan ,nasigoreng,roti
buah,bakso,gorengan,nasi telur,ayamgeprek,bakso,salad,bakso,ayamgeprek,nasi_uduk,nasi telur,ayamgeprek,capcay,soto,soto,cireng,nasigoreng,sate,roti,capcay,cireng,nasigoreng,cireng,nasi telur,seblak,bakso,soto,capcay,bubur,seblak,cireng,ayamgeprek,roti,mi instan ,buah,bakso,sate,bubur,seblak,seblak,nasi_uduk,ayamgeprek,roti,buah,warteg,bakso,nasigoreng,warteg,warteg,nasigoreng,bubur,mieayam,nasigoreng,nasipadang,mieayam,warteg,sate,nasigoreng,buah,bubur,bubur,ayamgeprek
mieayam,bubur,salad,capcay,nasigoreng,roti,nasipadang,seblak,ayamgeprek,sate,salad,warteg,salad,cireng,bakso,nasi_uduk,salad,warteg,cireng,seblak,nasi telur,buah,nasipadang,nasipadang,mieayam,nasigoreng,capcay,ayamgeprek,seblak,warteg,capcay,nasi_uduk,mi instan ,cireng,salad,ayamgeprek,mi instan ,buah,warteg,buah,gorengan,bubur,nasi telur,sate,sate,nasi telur,mi instan ,nasi_uduk,cireng,nasi telur,salad,bakso,gorengan,sate,buah,cireng,mieayam,cireng,soto,nasigoreng,seblak,buah
roti,mi instan ,buah,mieayam,capcay,nasi telur,ayamgeprek,cireng,nasi telur,bakso,mi instan ,roti,cireng,soto,seblak,capcay,nasi telur,sate,gorengan,mieayam,sate,salad,roti,nasi_uduk,nasipadang,gorengan,mi instan ,nasigoreng,sate,warteg,nasi_uduk,ayamgeprek,bubur,mieayam,buah,soto,sate,bubur,buah,seblak,cireng,ayamgeprek,gorengan,seblak,warteg,bubur,sate,seblak,salad,nasi telur,gorengan,cireng,warteg,buah,ayamgeprek,ayamgeprek,capcay,mi instan ,warteg,warteg,capcay,bakso
buah,capcay,nasi_uduk,nasi telur,nasipadang,sate,warteg,roti,nasipadang,bakso,bubur,sate,nasi_uduk,seblak,buah,bakso,nasipadang,nasipadang,nasi_uduk,mi instan ,seblak,capcay,gorengan,soto,nasigoreng,capcay,roti,ayamgeprek,seblak,buah,nasi_uduk,soto,sate,roti,roti,seblak,mi instan ,roti,soto,gorengan,salad,mieayam,gorengan,ayamgeprek,warteg,seblak,salad,bakso,warteg,cireng,salad,roti,capcay,warteg,capcay,soto,bubur,cireng,bakso,buah,seblak,capcay
sate,nasi_uduk,nasi_uduk,nasi_uduk,bakso,nasigoreng,seblak,capcay,seblak,warteg,cireng,roti,cireng,nasi_uduk,bubur,capcay,ayamgeprek,salad,capcay,gorengan,nasigoreng,bubur,nasipadang,salad,mieayam,capcay,mi instan ,nasipadang,nasigoreng,bubur,bubur,gorengan,nasigoreng,soto,sate,bubur,nasipadang,sate,seblak,sate,mieayam,bakso,nasigoreng,roti,bubur,bubur,mieayam,cireng,roti,soto,nasi telur,soto,nasi_uduk,bubur,warteg,capcay,buah,capcay,sate,nasipadang,salad,nasipadang
mieayam,nasi telur,gorengan,seblak,capcay,cireng,nasi_uduk,sate,sate,bubur,nasi telur,buah,buah,gorengan,nasigoreng,salad,ayamgeprek,ayamgeprek,sate,nasi telur,gorengan,mieayam,buah,buah,roti,bakso,bakso,nasi_uduk,roti,nasi_uduk,roti,cireng,mi instan ,capcay,ayamgeprek,soto,seblak,nasigoreng,nasi_uduk,nasi_uduk,buah,mi instan ,sate,capcay,buah,nasipadang,nasipadang,mieayam,bakso,roti,roti,nasi_uduk,nasipadang,buah,gorengan,buah,mieayam,seblak,warteg,sate,bubur,nasi_uduk
nasi_uduk,bubur,nasipadang,ayamgeprek,salad,cireng,roti,sate,seblak,ayamgeprek,capcay,roti,salad,nasigoreng,nasigoreng,buah,buah,salad,mieayam,capcay,ayamgeprek,nasi_uduk,buah,bubur,roti,nasigoreng,warteg,buah,sate,ayamgeprek,sate,bakso,ayamgeprek,ayamgeprek,seblak,bakso,seblak,sate,gorengan,soto,bakso,salad,roti,sate,warteg,capcay,mieayam,bakso,mi instan ,cireng,nasi_uduk,roti,seblak,mi instan ,gorengan,roti,sate,nasi telur,salad,capcay,cireng,mieayam
ayamgeprek,roti,seblak,salad,cireng,ayamgeprek,sate,seblak,ayamgeprek,soto,sate,gorengan,mieayam,mieayam,ayamgeprek,salad,ayamgeprek,sate,nasi telur,gorengan,bubur,nasi_uduk,capcay,warteg,roti,cireng,mi instan ,warteg,nasipadang,ayamgeprek,gorengan,capcay,cireng,bubur,mi instan ,capcay,mieayam,cireng,nasi telur,warteg,capcay,buah,warteg,nasigoreng,sate,nasi_uduk,mi instan ,mi instan ,nasi_uduk,ayamgeprek,nasi_uduk,ayamgeprek,bubur,mieayam,salad,soto,mieayam,salad,buah,bakso,nasigoreng,bakso
mieayam,soto,roti,sate,seblak,capcay,bubur,buah,nasigoreng,capcay,soto,nasigoreng,roti,gorengan,nasipadang,nasi telur,cireng,bakso,ayamgeprek,sate,nasi telur,cireng,warteg,capcay,warteg,nasi_uduk,bubur,warteg,nasi telur,buah,roti,sate,cireng,gorengan,mi instan ,soto,buah,buah,ayamgeprek,cireng,nasi_uduk,nasipadang,ayamgeprek,nasipadang,seblak,soto,nasipadang,seblak,ayamgeprek,gorengan,sate,bubur,ayamgeprek,nasi_uduk,soto,nasipadang,bubur,soto,soto,nasi telur,warteg,sate
cireng,roti,roti,buah,gorengan,nasi_uduk,sate,nasipadang,seblak,soto,capcay,bakso,seblak,capcay,warteg,roti,capcay,nasi telur,ayamgeprek,sate,mieayam,ayamgeprek,capcay,mi instan ,seblak,warteg,sate,mieayam,bakso,sate,seblak,soto,buah,warteg,roti,nasi telur,gorengan,ayamgeprek,sate,roti,nasi telur,soto,salad,cireng,mieayam,gorengan,buah,buah,mieayam,nasi_uduk,mi instan ,cireng,nasipadang,warteg,mieayam,cireng,buah,buah,gorengan,buah,warteg,nasigoreng
nasipadang,bubur,bakso,nasi_uduk,mieayam,nasi_uduk,bubur,roti,nasigoreng,warteg,ayamgeprek,nasipadang,roti,nasigoreng,nasipadang,ayamgeprek,soto,nasipadang,roti,ayamgeprek,bakso,nasipadang,bubur,ayamgeprek,bubur,buah,nasi telur,capcay,nasipadang,warteg,nasipadang,sate,sate,capcay,cireng,bubur,ayamgeprek,cireng,sate,warteg,sate,cireng,roti,nasi_uduk,ayamgeprek,gorengan,salad,sate,roti,ayamgeprek,buah,mieayam,sate,seblak,bakso,seblak,buah,ayamgeprek,sate,capcay,capcay,sate
gorengan,gorengan,salad,seblak,salad,warteg,sate,sate,bakso,seblak,sate,bubur,mi instan ,capcay,bubur,roti,seblak,salad,gorengan,bakso,bubur,nasigoreng,mieayam,roti,gorengan,capcay,capcay,gorengan,nasi telur,nasigoreng,soto,buah,mi instan ,capcay,ayamgeprek,nasipadang,mieayam,soto,buah,nasigoreng,nasi telur,sate,nasipadang,buah,ayamgeprek,bakso,nasi_uduk,nasigoreng,soto,buah,gorengan,nasi telur,cireng,mi instan ,nasipadang,ayamgeprek,seblak,salad,cireng,sate,nasi_uduk,nasigoreng
sate,ayamgeprek,bubur,nasigoreng,sate,seblak,buah,gorengan,salad,nasi telur,warteg,sate,mieayam,mi instan ,bakso,roti,bakso,ayamgeprek,cireng,mieayam,sate,soto,seblak,gorengan,roti,bakso,bakso,nasi_uduk,cireng,nasi telur,bakso,nasipadang,mi instan ,nasipadang,salad,nasigoreng,salad,nasi_uduk,mi instan ,nasigoreng,seblak,roti,nasi_uduk,cireng,bubur,nasigoreng,capcay,nasipadang,ayamgeprek,buah,roti,nasigoreng,nasi telur,roti,ayamgeprek,nasigoreng,cireng,bakso,salad,nasi_uduk,nasi telur,sate
cireng,nasipadang,mieayam,nasi telur,nasigoreng,sate,mieayam,nasipadang,soto,warteg,capcay,capcay,nasi_uduk,nasigoreng,nasi_uduk,mi instan ,nasigoreng,bubur,warteg,warteg,warteg,soto,gorengan,sate,bubur,sate,roti,bakso,soto,nasigoreng,seblak,nasipadang,capcay,buah,bubur,buah,bakso,ayamgeprek,nasipadang,ayamgeprek,gorengan,bubur,mi instan ,nasi telur,bubur,bubur,nasipadang,nasi_uduk,cireng,seblak,buah,warteg,seblak,buah,roti,nasi telur,nasigoreng,seblak,bubur,sate,salad,nasigoreng
capcay,capcay,ayamgeprek,cireng,bakso,bakso,gorengan,salad,nasi telur,soto,bakso,ayamgeprek,nasipadang,ayamgeprek,seblak,roti,soto,bubur,nasipadang,roti,mi instan ,mi instan ,soto,buah,gorengan,capcay,nasi telur,nasi telur,sate,mi instan ,ayamgeprek,sate,bubur,mieayam,mi instan ,nasigoreng,sate,mi instan ,ayamgeprek,nasi telur,bubur,nasi_uduk,nasi telur,buah,mi instan ,gorengan,gorengan,nasi telur,gorengan,gorengan,warteg,nasipadang,bubur,nasi_uduk,capcay,mieayam,warteg,nasi_uduk,nasigoreng,capcay,nasi telur,soto
soto,bakso,seblak,gorengan,capcay,ayamgeprek,buah,salad,soto,gorengan,nasipadang,bakso,soto,buah,nasi_uduk,bakso,ayamgeprek,warteg,seblak,nasipadang,soto,capcay,nasipadang,warteg,ayamgeprek,mieayam,bakso,nasigoreng,buah,nasigoreng,roti,buah,nasi_uduk,mieayam,ayamgeprek,nasigoreng,nasi_uduk,salad,sate,capcay,roti,buah,roti,salad,mieayam,bakso,warteg,buah,nasi telur,bakso,mi instan ,soto,mi instan ,buah,mieayam,warteg,mi instan ,seblak,buah,gorengan,nasigoreng,cireng
bubur,nasi_uduk,soto,nasi_uduk,nasi telur,sate,gorengan,nasigoreng,bubur,buah,salad,warteg,mieayam,cireng,roti,nasipadang,warteg,warteg,nasi telur,nasigoreng,salad,cireng,gorengan,cireng,nasipadang,nasigoreng,sate,warteg,sate,nasipadang,roti,ayamgeprek,sate,gorengan,seblak,soto,buah,bubur,salad,mi instan ,salad,roti,salad,salad,buah,nasi_uduk,warteg,seblak,capcay,bubur,mi instan ,nasi_uduk,seblak,mieayam,ayamgeprek,mieayam,buah,capcay,nasipadang,nasi_uduk,ayamgeprek,roti
nasi telur,capcay,warteg,capcay,soto,soto,ayamgeprek,mi instan ,capcay,ayamgeprek,nasi telur,ayamgeprek,roti,capcay,warteg,cireng,nasi telur,soto,capcay,soto,sate,bubur,cireng,nasigoreng,bubur,capcay,soto,salad,roti,warteg,bubur,sate,nasi_uduk,soto,cireng,capcay,warteg,bubur,bubur,bubur,cireng,buah,bakso,mieayam,warteg,bakso,sate,capcay,seblak,nasi_uduk,gorengan,sate,soto,mieayam,soto,nasi telur,warteg,salad,nasigoreng,bubur,nasi telur,salad
